2020-06-26 00:31:20+00:00	2	Brazil	1,233,147	+40,673	55,054 	+1,180	649,908		528,185	8,318	5,802	259	2,751,953	12,948	212,537,568	South America	172	3,861	77	
2020-06-25 22:11:04+00:00	2	Brazil	1,228,114	+35,640	54,971 	+1,097	649,908		523,235	8,318	5,778	259	2,751,953	12,948	212,533,446	South America	173	3,866	77	
2020-06-25 23:54:32+00:00	2	Brazil	1,233,147	+40,673	55,054 	+1,180	649,908		528,185	8,318	5,802	259	2,751,953	12,948	212,533,446	South America	172	3,860	77	
2020-06-26 00:27:07+00:00	2	Brazil	1,233,147	+40,673	55,054 	+1,180	649,908		528,185	8,318	5,802	259	2,751,953	12,948	212,537,568	South America	172	3,861	77	
2020-06-25 23:30:22+00:00	2	Brazil	1,228,114	+35,640	54,971 	+1,097	649,908		523,235	8,318	5,778	259	2,751,953	12,948	212,533,446	South America	173	3,866	77	
2020-06-25 23:10:59+00:00	2	Brazil	1,228,114	+35,640	54,971 	+1,097	649,908		523,235	8,318	5,778	259	2,751,953	12,948	212,533,446	South America	173	3,866	77	
2020-06-25 23:01:06+00:00	2	Brazil	1,228,114	+35,640	54,971 	+1,097	649,908		523,235	8,318	5,778	259	2,751,953	12,948	212,533,446	South America	173	3,866	77	
2020-06-25 22:32:41+00:00	2	Brazil	1,228,114	+35,640	54,971 	+1,097	649,908		523,235	8,318	5,778	259	2,751,953	12,948	212,533,446	South America	173	3,866	77	
2020-06-26 00:00:23+00:00	2	Brazil	1,233,147	+40,673	55,054 	+1,180	649,908		528,185	8,318	5,802	259	2,751,953	12,948	212,537,568	South America	172	3,861	77	
2020-06-25 22:02:35+00:00	2	Brazil	1,228,114	+35,640	54,971 	+1,097	649,908		523,235	8,318	5,778	259	2,751,953	12,948	212,533,446	South America	173	3,866	77	
2020-06-25 21:00:05+00:00	2	Brazil	1,207,721	+15,247	54,434 	+560	649,908		503,379	8,318	5,682	256	2,751,953	12,948	212,533,446	South America	176	3,904	77	
2020-06-25 19:30:04+00:00	2	Brazil	1,207,721	+15,247	54,434 	+560	649,908		503,379	8,318	5,682	256	2,751,953	12,948	212,533,446	South America	176	3,904	77	
2020-06-25 20:54:27+00:00	2	Brazil	1,207,721	+15,247	54,434 	+560	649,908		503,379	8,318	5,682	256	2,751,953	12,948	212,533,446	South America	176	3,904	77	
2020-06-25 19:14:00+00:00	2	Brazil	1,207,721	+15,247	54,434 	+560	649,908		503,379	8,318	5,682	256	2,751,953	12,948	212,533,446	South America	176	3,904	77	
2020-06-25 19:00:42+00:00	2	Brazil	1,207,721	+15,247	54,434 	+560	649,908		503,379	8,318	5,682	256	2,751,953	12,948	212,533,446	South America	176	3,904	77	
2020-06-25 21:30:25+00:00	2	Brazil	1,207,721	+15,247	54,434 	+560	649,908		503,379	8,318	5,682	256	2,751,953	12,948	212,533,446	South America	176	3,904	77	
2020-06-25 18:01:33+00:00	2	Brazil	1,207,721	+15,247	54,434 	+560	649,908		503,379	8,318	5,682	256	2,751,953	12,948	212,533,446	South America	176	3,904	77	
2020-06-25 17:00:51+00:00	2	Brazil	1,207,721	+15,247	54,434 	+560	649,908		503,379	8,318	5,682	256	2,751,953	12,948	212,533,446	South America	176	3,904	77	
